language,sentence_id,token_id,head_id,dependent_id,intervener_id,dependency_relation,dependency_distance,direction,intervener_upos,head_upos,dependent_upos,arity,subtree_size,depth,modifies,complexity_score,efficiency_ratio,language_label,treebank,typology,family,region,condition,replicate,source_file,morphological_richness,head_form,dependent_form,intervener_form
marathi,446,3,4,2,3,subj,1,left,ADJ,AUX,NOUN,1,2,1,modifies_head,3.1500000000000004,0.31746031746031744,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,1,आहे,देव,दूर
marathi,446,4,3,5,4,udep,1,right,AUX,ADJ,NOUN,2,4,0,neither,4.800000000000001,0.20833333333333331,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,5,दूर,आभाळात,आहे
marathi,447,2,4,1,2,mod,2,left,PRON,AUX,ADV,1,2,1,modifies_head,3.0500000000000003,0.6557377049180327,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,4,आहोत,येथे,तुम्ही
marathi,447,3,4,1,3,mod,2,left,PRON,AUX,ADV,0,1,2,neither,1.8499999999999999,1.0810810810810811,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,4,आहोत,येथे,आम्ही
marathi,447,3,4,2,3,comp:pred,1,left,PRON,AUX,PRON,0,1,2,modifies_dependent,1.8499999999999999,0.5405405405405406,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,4,आहोत,तुम्ही,आम्ही
marathi,448,2,3,1,2,subj,1,left,PRON,VERB,NOUN,0,1,1,modifies_head,1.45,0.6896551724137931,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,2,सांगतात,कागदपत्रं,काय
marathi,449,3,4,2,3,det,1,left,ADJ,NOUN,DET,0,1,2,modifies_head,1.95,0.5128205128205129,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,शेतकरी,हे,म्हातारे
marathi,449,7,8,6,7,cc,1,left,ADJ,VERB,CCONJ,0,1,2,modifies_head,1.95,0.5128205128205129,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,सांगतात,का,खोटे
marathi,449,6,5,8,6,conj:coord,2,right,CCONJ,NOUN,VERB,0,1,2,modifies_dependent,1.75,1.1428571428571428,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,साक्षीदार,सांगतात,का
marathi,449,7,5,8,7,conj:coord,2,right,ADJ,NOUN,VERB,0,1,2,modifies_dependent,1.95,1.0256410256410258,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,साक्षीदार,सांगतात,खोटे
marathi,449,6,5,12,6,parataxis,4,right,CCONJ,NOUN,VERB,0,1,2,neither,1.75,2.2857142857142856,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,साक्षीदार,म्हणाला,का
marathi,449,7,5,12,7,parataxis,4,right,ADJ,NOUN,VERB,0,1,2,neither,1.95,2.0512820512820515,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,साक्षीदार,म्हणाला,खोटे
marathi,449,8,5,12,8,parataxis,4,right,VERB,NOUN,VERB,2,3,1,modifies_head,4.8500000000000005,0.8247422680412371,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,5,साक्षीदार,म्हणाला,सांगतात
marathi,449,11,5,12,11,parataxis,4,right,NOUN,NOUN,VERB,0,1,2,modifies_dependent,2.0,2.0,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,साक्षीदार,म्हणाला,वकील
marathi,450,2,5,1,2,subj,3,left,PROPN,VERB,NOUN,0,1,3,neither,2.3500000000000005,1.2765957446808507,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,काढून,न्यायाधीशाने,भीमा
marathi,450,3,5,1,3,subj,3,left,ADP,VERB,NOUN,1,2,2,neither,3.4,0.8823529411764706,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,2,काढून,न्यायाधीशाने,ची
marathi,450,4,5,1,4,subj,3,left,NOUN,VERB,NOUN,1,3,1,modifies_head,3.8,0.7894736842105263,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,काढून,न्यायाधीशाने,मालकी
marathi,451,3,4,2,3,udep@poss,1,left,PART,NOUN,ADP,0,1,3,modifies_dependent,2.1500000000000004,0.4651162790697674,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,जमीन,ची,च
marathi,451,8,10,7,8,comp:obj,2,left,PRON,VERB,SCONJ,0,1,3,modifies_head,2.2500000000000004,0.8888888888888887,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,6,दिला,असा,त्याने
marathi,451,9,10,7,9,comp:obj,2,left,NOUN,VERB,SCONJ,0,1,4,modifies_dependent,2.8000000000000003,0.7142857142857142,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,दिला,असा,निर्णय
marathi,451,9,10,8,9,subj,1,left,NOUN,VERB,PRON,0,1,4,neither,2.8000000000000003,0.3571428571428571,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,दिला,त्याने,निर्णय
marathi,451,8,7,9,8,comp:obj,1,right,PRON,SCONJ,NOUN,0,1,3,neither,2.2500000000000004,0.44444444444444436,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,6,असा,निर्णय,त्याने
marathi,451,5,4,10,5,comp:obl,4,right,AUX,NOUN,VERB,1,9,0,neither,6.8,0.5882352941176471,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,5,जमीन,दिला,आहे
marathi,451,7,4,10,7,comp:obl,4,right,SCONJ,NOUN,VERB,1,2,3,modifies_dependent,3.7500000000000004,1.0666666666666664,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,जमीन,दिला,असा
marathi,451,8,4,10,8,comp:obl,4,right,PRON,NOUN,VERB,0,1,3,modifies_dependent,2.2500000000000004,1.7777777777777775,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,6,जमीन,दिला,त्याने
marathi,451,9,4,10,9,comp:obl,4,right,NOUN,NOUN,VERB,0,1,4,neither,2.8000000000000003,1.4285714285714284,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,जमीन,दिला,निर्णय
marathi,452,2,8,1,2,subj,6,left,ADV,VERB,PROPN,0,1,3,neither,2.3500000000000005,2.5531914893617014,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,म्हणाला,भीमा,बाहेर
marathi,452,3,8,1,3,subj,6,left,VERB,VERB,PROPN,1,2,2,neither,3.65,1.6438356164383563,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,2,म्हणाला,भीमा,येऊन
marathi,452,4,8,1,4,subj,6,left,NOUN,VERB,PROPN,0,1,3,neither,2.4000000000000004,2.4999999999999996,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,म्हणाला,भीमा,आकाशा
marathi,452,5,8,1,5,subj,6,left,ADP,VERB,PROPN,1,2,2,neither,3.4,1.7647058823529411,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,म्हणाला,भीमा,कडे
marathi,452,6,8,1,6,subj,6,left,NOUN,VERB,PROPN,0,1,2,neither,2.0,3.0,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,म्हणाला,भीमा,हात
marathi,452,7,8,1,7,subj,6,left,VERB,VERB,PROPN,3,6,1,modifies_head,7.65,0.7843137254901961,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,2,म्हणाला,भीमा,करून
marathi,452,4,7,3,4,mod,3,left,NOUN,VERB,VERB,0,1,3,neither,2.4000000000000004,1.2499999999999998,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,करून,येऊन,आकाशा
marathi,452,5,7,3,5,mod,3,left,ADP,VERB,VERB,1,2,2,modifies_head,3.4,0.8823529411764706,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,करून,येऊन,कडे
marathi,452,6,7,3,6,mod,3,left,NOUN,VERB,VERB,0,1,2,modifies_head,2.0,1.5,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,करून,येऊन,हात
marathi,452,6,7,5,6,udep,1,left,NOUN,VERB,ADP,0,1,2,modifies_head,2.0,0.5,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,करून,कडे,हात
marathi,452,14,17,13,14,udep,2,left,NOUN,NOUN,NOUN,0,1,2,neither,2.0,1.0,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,न्याय,जगात,देवा
marathi,452,16,17,13,16,udep,2,left,ADV,NOUN,NOUN,0,1,3,modifies_head,2.3500000000000005,0.8510638297872338,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,न्याय,जगात,का
marathi,452,16,18,14,16,vocative,2,left,ADV,AUX,NOUN,0,1,3,neither,2.3500000000000005,0.8510638297872338,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,नाही,देवा,का
marathi,452,17,18,14,17,vocative,2,left,NOUN,AUX,NOUN,2,5,2,modifies_head,6.3999999999999995,0.3125,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,नाही,देवा,न्याय
marathi,452,11,8,18,11,parataxis,6,right,PRON,VERB,AUX,0,1,5,neither,3.0500000000000003,1.967213114754098,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,म्हणाला,नाही,तुझ
marathi,452,12,8,18,12,parataxis,6,right,ADP,VERB,AUX,1,2,4,neither,4.2,1.4285714285714286,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,1,म्हणाला,नाही,च्या
marathi,452,13,8,18,13,parataxis,6,right,NOUN,VERB,AUX,1,3,3,neither,4.6,1.3043478260869565,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,म्हणाला,नाही,जगात
marathi,452,14,8,18,14,parataxis,6,right,NOUN,VERB,AUX,0,1,2,modifies_dependent,2.0,3.0,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,म्हणाला,नाही,देवा
marathi,452,16,8,18,16,parataxis,6,right,ADV,VERB,AUX,0,1,3,neither,2.3500000000000005,2.5531914893617014,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,म्हणाला,नाही,का
marathi,452,17,8,18,17,parataxis,6,right,NOUN,VERB,AUX,2,5,2,modifies_dependent,6.3999999999999995,0.9375000000000001,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,म्हणाला,नाही,न्याय
marathi,453,3,6,2,3,subj,3,left,PRON,AUX,NOUN,0,1,3,neither,2.2500000000000004,1.333333333333333,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,असतो,न्याय,आम
marathi,453,4,6,2,4,subj,3,left,ADP,AUX,NOUN,1,2,2,neither,3.4,0.8823529411764706,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,1,असतो,न्याय,च्या
marathi,453,5,6,2,5,subj,3,left,NOUN,AUX,NOUN,1,3,1,modifies_head,3.8,0.7894736842105263,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,असतो,न्याय,हातात
marathi,454,3,5,2,3,subj,2,left,NOUN,AUX,NOUN,0,1,2,neither,2.0,1.0,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,असतो,देवबीव,सत्ते
marathi,454,4,5,2,4,subj,2,left,ADP,AUX,NOUN,1,2,1,modifies_head,3.0,0.6666666666666666,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,असतो,देवबीव,जवळ
marathi,454,7,5,9,7,conj:coord,2,right,NOUN,AUX,AUX,0,1,3,neither,2.4000000000000004,0.8333333333333333,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,असतो,असतो,संपत्ती
marathi,454,8,5,9,8,conj:coord,2,right,ADP,AUX,AUX,1,2,2,modifies_dependent,3.4,0.5882352941176471,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,असतो,असतो,जवळ
marathi,454,7,5,13,7,parataxis,4,right,NOUN,AUX,VERB,0,1,3,neither,2.4000000000000004,1.6666666666666665,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,असतो,म्हणाला,संपत्ती
marathi,454,8,5,13,8,parataxis,4,right,ADP,AUX,VERB,1,2,2,neither,3.4,1.1764705882352942,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,असतो,म्हणाला,जवळ
marathi,454,9,5,13,9,parataxis,4,right,AUX,AUX,VERB,1,3,1,modifies_head,3.5999999999999996,1.1111111111111112,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,7,असतो,म्हणाला,असतो
marathi,454,12,5,13,12,parataxis,4,right,NOUN,AUX,VERB,0,1,2,modifies_dependent,2.0,2.0,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,असतो,म्हणाला,वकील
marathi,455,2,4,1,2,subj,2,left,NOUN,VERB,PROPN,0,1,1,modifies_head,1.6,1.25,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,गेला,भीमा,दुःखाने
marathi,455,3,4,1,3,subj,2,left,ADV,VERB,PROPN,0,1,1,modifies_head,1.55,1.2903225806451613,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,गेला,भीमा,घरी
marathi,455,3,4,2,3,udep,1,left,ADV,VERB,NOUN,0,1,1,modifies_head,1.55,0.6451612903225806,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,गेला,दुःखाने,घरी
marathi,456,2,5,1,2,subj,3,left,NOUN,VERB,PRON,0,1,2,neither,2.0,1.5,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,बसला,तो,कपाळाला
marathi,456,3,5,1,3,subj,3,left,NOUN,VERB,PRON,0,1,2,neither,2.0,1.5,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,बसला,तो,हात
marathi,456,4,5,1,4,subj,3,left,VERB,VERB,PRON,2,3,1,modifies_head,4.8500000000000005,0.6185567010309277,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,2,बसला,तो,लावून
marathi,456,3,4,2,3,comp:obl,1,left,NOUN,VERB,NOUN,0,1,2,modifies_head,2.0,0.5,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,लावून,कपाळाला,हात
marathi,457,4,3,8,4,parataxis,2,right,NOUN,VERB,VERB,0,1,1,modifies_head,1.6,1.25,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,लागला,विचारले,निकाल
marathi,457,7,3,8,7,parataxis,2,right,NOUN,VERB,VERB,0,1,2,modifies_dependent,2.0,1.0,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,लागला,विचारले,बायकोने
marathi,458,3,4,2,3,subj,1,left,NOUN,VERB,PRON,0,1,1,modifies_head,1.6,0.625,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,4,ठरलो,आपण,चोर
marathi,458,6,8,5,6,cc,2,left,NOUN,VERB,CCONJ,0,1,2,modifies_head,2.0,1.0,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,ठरला,नि,चोर
marathi,458,7,8,5,7,cc,2,left,NOUN,VERB,CCONJ,0,1,2,modifies_head,2.0,1.0,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,ठरला,नि,मालक
marathi,458,7,8,6,7,subj,1,left,NOUN,VERB,NOUN,0,1,2,modifies_head,2.0,0.5,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,ठरला,चोर,मालक
marathi,458,5,4,8,5,conj:coord,3,right,CCONJ,VERB,VERB,0,1,2,modifies_dependent,1.75,1.7142857142857142,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,ठरलो,ठरला,नि
marathi,458,6,4,8,6,conj:coord,3,right,NOUN,VERB,VERB,0,1,2,modifies_dependent,2.0,1.5,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,ठरलो,ठरला,चोर
marathi,458,7,4,8,7,conj:coord,3,right,NOUN,VERB,VERB,0,1,2,modifies_dependent,2.0,1.5,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,ठरलो,ठरला,मालक
marathi,459,3,6,2,3,subj,3,left,NOUN,VERB,PRON,0,1,2,neither,2.0,1.5,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,झालो,आपण,उद्या
marathi,459,4,6,2,4,subj,3,left,ADP,VERB,PRON,1,2,1,modifies_head,3.0,1.0,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,झालो,आपण,पासून
marathi,459,5,6,2,5,subj,3,left,NOUN,VERB,PRON,0,1,1,modifies_head,1.6,1.875,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,झालो,आपण,मजूर
marathi,459,5,6,4,5,udep,1,left,NOUN,VERB,ADP,0,1,1,modifies_head,1.6,0.625,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,झालो,पासून,मजूर
marathi,459,10,11,9,10,subj,1,left,NOUN,VERB,PRON,0,1,2,modifies_head,2.0,0.5,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,बोलला,तो,दुःखाने
marathi,459,9,6,11,9,parataxis,2,right,PRON,VERB,VERB,0,1,2,modifies_dependent,1.8499999999999999,1.0810810810810811,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,6,झालो,बोलला,तो
marathi,459,10,6,11,10,parataxis,2,right,NOUN,VERB,VERB,0,1,2,modifies_dependent,2.0,1.0,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,झालो,बोलला,दुःखाने
marathi,460,4,5,3,4,mod,1,left,ADJ,NOUN,ADP,0,1,2,modifies_head,1.95,0.5128205128205129,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,गोरगरीब,तील,सारे
marathi,460,6,11,5,6,subj,5,left,PROPN,AUX,NOUN,0,1,4,neither,2.75,1.8181818181818181,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,होते,गोरगरीब,केशवचंद्रां
marathi,460,7,11,5,7,subj,5,left,ADP,AUX,NOUN,1,2,3,neither,3.8000000000000003,1.3157894736842104,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,1,होते,गोरगरीब,च्या
marathi,460,8,11,5,8,subj,5,left,NOUN,AUX,NOUN,1,3,2,neither,4.199999999999999,1.1904761904761907,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,होते,गोरगरीब,नावे
marathi,460,9,11,5,9,subj,5,left,NOUN,AUX,NOUN,0,1,2,neither,2.0,2.5,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,होते,गोरगरीब,खडे
marathi,460,10,11,5,10,subj,5,left,VERB,AUX,NOUN,2,5,1,modifies_head,6.050000000000001,0.8264462809917354,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,2,होते,गोरगरीब,फोडीत
marathi,460,9,10,8,9,udep,1,left,NOUN,VERB,NOUN,0,1,2,modifies_head,2.0,0.5,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,फोडीत,नावे,खडे
marathi,462,5,8,4,5,subj,3,left,NOUN,AUX,NOUN,0,1,3,neither,2.4000000000000004,1.2499999999999998,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,होता,राजा,दौऱ्या
marathi,462,6,8,4,6,subj,3,left,ADP,AUX,NOUN,1,2,2,neither,3.4,0.8823529411764706,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,0,होता,राजा,वर
marathi,462,7,8,4,7,subj,3,left,VERB,AUX,NOUN,1,3,1,modifies_head,3.8499999999999996,0.7792207792207793,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,5,होता,राजा,निघाला
marathi,463,2,10,1,2,subj,8,left,NOUN,VERB,PROPN,0,1,2,neither,2.0,4.0,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,3,केले,केशवचंद्राने,वशिला
marathi,463,3,10,1,3,subj,8,left,VERB,VERB,PROPN,1,2,1,modifies_head,3.25,2.4615384615384617,Marathi,SUD_Marathi-UFAL,SOV,Indo-Aryan,South Asia,real,0,mr_ufal-sud-dev.conllu,2,केले,केशवचंद्राने,लावून
